CU_ID,Species,Stock,DataType,Year,SpnForAbd_Wild,SpnForTrend_Wild,RelLBM,AbsLBM,LongTrend,PercChange,ProbDeclBelowLBM,Percentile,RelUBM,AbsUBM,NumStdMetrics,Value,IntStatusRaw,IntStatusRaw_Short,IntStatus_Short,RapidStatus,BinLabel,BinPath,RapidScore,RelLBMCat,AbsLBMCat,LongTrendCat,PercChangeCat,ProbDeclBelowLBMCat,PercentileCat,RelUBMCat,AbsUBMCat,RelAbdCat,AbsAbdCat,RelAbd_LBM,RelAbd_UBM,SpnForAbd_Total,SpnForTrend_Total,ConfidenceRating5,ConfidenceRating3,ConfidenceRating2,IntStatus5,IntStatus3,IntStatus2
CK-03,Chinook,Lower Fraser River_FA_0.3,Abs_Abd,2005,80525,80525,2.887848311,123.9406738,130,168.699,1.8667,NA,1.735572086,12.39406738,6,123940.6738,NA,NA,NA,Green,Node36,"AbsLBM = NA OR AbsLBM >= 1.5, then AbsUBM = NA OR AbsUBM >= 1, then Have RelLBM, then RelLBM >= 1, then RelUBM >= 1.1",1,Green,Green,Green,Green,NA,NA,Green,Green,Green,Green,42918,71412,80525,80525,High,High,High,NA,NA,NA
CK-03,Chinook,Lower Fraser River_FA_0.3,Abs_Abd,2006,55744,55744,2.576691826,110.5864598,119,129.553,2.8,NA,1.548569705,11.05864598,6,110586.4598,NA,NA,NA,Green,Node36,"AbsLBM = NA OR AbsLBM >= 1.5, then AbsUBM = NA OR AbsUBM >= 1, then Have RelLBM, then RelLBM >= 1, then RelUBM >= 1.1",1,Green,Green,Green,Green,NA,NA,Green,Green,Green,Green,42918,71412,55744,55744,High,High,High,NA,NA,NA
CK-03,Chinook,Lower Fraser River_FA_0.3,Abs_Abd,2007,76839,76839,1.929676885,82.81787256,90,29.3428,16.1,NA,1.159719271,8.281787256,6,82817.87256,NA,NA,NA,Green,Node36,"AbsLBM = NA OR AbsLBM >= 1.5, then AbsUBM = NA OR AbsUBM >= 1, then Have RelLBM, then RelLBM >= 1, then RelUBM >= 1.1",1,Green,Green,Green,Green,NA,NA,Green,Green,Green,Green,42918,71412,76839,76839,High,High,High,NA,NA,NA
CK-03,Chinook,Lower Fraser River_FA_0.3,Abs_Abd,2008,39863,39863,1.418830975,60.89338779,68,-46.3298,75.6667,NA,0.852705257,6.089338779,6,60893.38779,NA,NA,NA,Amber,Node37,"AbsLBM = NA OR AbsLBM >= 1.5, then AbsUBM = NA OR AbsUBM >= 1, then Have RelLBM, then RelLBM >= 1, then RelUBM < 1.1",3,Amber,Green,Amber,Red,NA,NA,Amber,Green,Amber,Green,42918,71412,39863,39863,High,High,Moderate,NA,NA,NA
CK-03,Chinook,Lower Fraser River_FA_0.3,Abs_Abd,2009,72872,72872,1.383847234,59.39195559,67,-58.5599,92.3,NA,0.831680328,5.939195559,6,59391.95559,NA,NA,NA,Amber,Node37,"AbsLBM = NA OR AbsLBM >= 1.5, then AbsUBM = NA OR AbsUBM >= 1, then Have RelLBM, then RelLBM >= 1, then RelUBM < 1.1",3,Amber,Green,Amber,Red,NA,NA,Amber,Green,Amber,Green,42918,71412,72872,72872,High,High,Moderate,NA,NA,NA
CK-03,Chinook,Lower Fraser River_FA_0.3,Abs_Abd,2010,103572,103572,1.615657156,69.34077381,78,-40.2698,69.2,NA,0.970996104,6.934077381,6,69340.77381,NA,NA,NA,Amber,Node37,"AbsLBM = NA OR AbsLBM >= 1.5, then AbsUBM = NA OR AbsUBM >= 1, then Have RelLBM, then RelLBM >= 1, then RelUBM < 1.1",3,Amber,Green,Green,Red,NA,NA,Amber,Green,Amber,Green,42918,71412,103572,103572,High,High,Moderate,NA,NA,NA
CK-03,Chinook,Lower Fraser River_FA_0.3,Abs_Abd,2011,122303,122303,1.814734351,77.88476886,87,-28.2933,53.5333,NA,1.090639792,7.788476886,6,77884.76886,NA,NA,NA,Amber,Node37,"AbsLBM = NA OR AbsLBM >= 1.5, then AbsUBM = NA OR AbsUBM >= 1, then Have RelLBM, then RelLBM >= 1, then RelUBM < 1.1",3,Green,Green,Green,Red,NA,NA,Green,Green,Green,Green,42918,71412,122303,122303,High,High,Moderate,NA,NA,NA
CK-03,Chinook,Lower Fraser River_FA_0.3,Abs_Abd,2012,46234,46234,1.883262819,80.82587365,92,-49.326,80.3333,NA,1.131824814,8.082587365,6,80825.87365,Green,G,G,Green,Node36,"AbsLBM = NA OR AbsLBM >= 1.5, then AbsUBM = NA OR AbsUBM >= 1, then Have RelLBM, then RelLBM >= 1, then RelUBM >= 1.1",1,Green,Green,Green,Red,NA,NA,Green,Green,Green,Green,42918,71412,46234,46234,High,High,High,Green,Green,NotRed
CK-03,Chinook,Lower Fraser River_FA_0.3,Abs_Abd,2013,45958,45958,1.678266942,72.02786063,84,-56.4408,88.4667,NA,1.00862405,7.202786063,6,72027.86063,NA,NA,NA,Amber,Node37,"AbsLBM = NA OR AbsLBM >= 1.5, then AbsUBM = NA OR AbsUBM >= 1, then Have RelLBM, then RelLBM >= 1, then RelUBM < 1.1",3,Green,Green,Green,Red,NA,NA,Green,Green,Green,Green,42918,71412,45958,45958,High,High,Moderate,NA,NA,NA
CK-03,Chinook,Lower Fraser River_FA_0.3,Abs_Abd,2014,45232,45232,1.36430634,58.55329949,70,-64.8021,94.9333,NA,0.819936418,5.855329949,6,58553.29949,NA,NA,NA,Amber,Node37,"AbsLBM = NA OR AbsLBM >= 1.5, then AbsUBM = NA OR AbsUBM >= 1, then Have RelLBM, then RelLBM >= 1, then RelUBM < 1.1",3,Amber,Green,Amber,Red,NA,NA,Amber,Green,Amber,Green,42918,71412,45232,45232,High,High,Moderate,NA,NA,NA
CK-03,Chinook,Lower Fraser River_FA_0.3,Abs_Abd,2015,10604,10604,0.740320967,31.77309527,40,-72.1788,95.8667,NA,0.444926557,3.177309527,6,31773.09527,NA,NA,NA,Red,Node19,"AbsLBM = NA OR AbsLBM >= 1.5, then AbsUBM = NA OR AbsUBM >= 1, then Have RelLBM, then RelLBM < 1",5,Red,Green,Red,Red,NA,NA,Red,Green,Red,Green,42918,71412,10604,10604,High,High,High,NA,NA,NA
CK-03,Chinook,Lower Fraser River_FA_0.3,Abs_Abd,2016,44684,44684,0.734036563,31.50338122,41,-63.0284,89.6333,NA,0.441149684,3.150338122,6,31503.38122,NA,NA,NA,Red,Node19,"AbsLBM = NA OR AbsLBM >= 1.5, then AbsUBM = NA OR AbsUBM >= 1, then Have RelLBM, then RelLBM < 1",5,Red,Green,Red,Red,NA,NA,Red,Green,Red,Green,42918,71412,44684,44684,High,High,High,NA,NA,NA
CK-03,Chinook,Lower Fraser River_FA_0.3,Abs_Abd,2017,30183,30183,0.660796926,28.36008246,38,-63.6695,90.8,NA,0.397133289,2.836008246,6,28360.08246,NA,NA,NA,Red,Node19,"AbsLBM = NA OR AbsLBM >= 1.5, then AbsUBM = NA OR AbsUBM >= 1, then Have RelLBM, then RelLBM < 1",5,Red,Green,Red,Red,NA,NA,Red,Green,Red,Green,42918,71412,30183,30183,High,High,High,NA,NA,NA
CK-03,Chinook,Lower Fraser River_FA_0.3,Abs_Abd,2018,45978,45978,0.663504824,28.47630006,38,-63.2501,89.8667,NA,0.398760713,2.847630006,6,28476.30006,NA,NA,NA,Red,Node19,"AbsLBM = NA OR AbsLBM >= 1.5, then AbsUBM = NA OR AbsUBM >= 1, then Have RelLBM, then RelLBM < 1",5,Red,Green,Red,Red,NA,NA,Red,Green,Red,Green,42918,71412,45978,45978,High,High,High,NA,NA,NA
CK-03,Chinook,Lower Fraser River_FA_0.3,Abs_Abd,2019,44168,44168,0.9478805,40.68113528,55,-55.6807,82.8667,NA,0.569668057,4.068113528,6,40681.13528,NA,NA,NA,Red,Node19,"AbsLBM = NA OR AbsLBM >= 1.5, then AbsUBM = NA OR AbsUBM >= 1, then Have RelLBM, then RelLBM < 1",5,Red,Green,Amber,Red,NA,NA,Red,Green,Red,Green,42918,71412,44168,44168,High,High,High,NA,NA,NA
CK-03,Chinook,Lower Fraser River_FA_0.3,Abs_Abd,2020,41206,41206,0.928871617,39.86531206,55,-60.9265,87.8333,NA,0.558243881,3.986531206,6,39865.31206,NA,NA,NA,Red,Node19,"AbsLBM = NA OR AbsLBM >= 1.5, then AbsUBM = NA OR AbsUBM >= 1, then Have RelLBM, then RelLBM < 1",5,Red,Green,Amber,Red,NA,NA,Red,Green,Red,Green,42918,71412,41206,41206,High,High,High,NA,NA,NA
CK-03,Chinook,Lower Fraser River_FA_0.3,Abs_Abd,2021,40451,40451,0.999418553,42.89304545,60,-54.2352,81.1333,NA,0.600641985,4.289304545,6,42893.04545,NA,NA,NA,Red,Node19,"AbsLBM = NA OR AbsLBM >= 1.5, then AbsUBM = NA OR AbsUBM >= 1, then Have RelLBM, then RelLBM < 1",5,Red,Green,Amber,Red,NA,NA,Red,Green,Red,Green,42918,71412,40451,40451,High,High,High,NA,NA,NA
CK-03,Chinook,Lower Fraser River_FA_0.3,Abs_Abd,2022,495,495,0.321929806,13.81658342,22,-89.0391,94.3667,NA,0.193477055,1.381658342,6,13816.58342,NA,NA,NA,Red,Node19,"AbsLBM = NA OR AbsLBM >= 1.5, then AbsUBM = NA OR AbsUBM >= 1, then Have RelLBM, then RelLBM < 1",5,Red,Green,Red,Red,NA,NA,Red,Green,Red,Green,42918,71412,495,495,High,High,High,NA,NA,NA
CK-03,Chinook,Lower Fraser River_FA_0.3,Abs_Abd,2023,508,508,0.105426596,4.524698629,8,-95.7996,96.9667,NA,0.06336048,0.452469863,6,4524.698629,NA,NA,NA,Red,Node23,"Have AbsLBM, then AbsLBM >= 1.5, then have AbsUBM, then AbsUBM < 1,then Have RelLBM, then RelLBM < 1",5,Red,Amber,Red,Red,NA,NA,Red,Amber,Red,Amber,42918,71412,508,508,High,High,High,NA,NA,NA
CK-03,Chinook,Lower Fraser River_FA_0.3,Abs_Abd,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,None,Node16.NA,"No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42918,71412,NA,NA,NA,NA,NA,NA,NA,NA
CK-04,Chinook,Lower Fraser River_SP_1.3,Rel_Idx,1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,None,Node16.NA,"No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,337,1332,NA,NA,NA,NA,NA,NA,NA,NA
CK-04,Chinook,Lower Fraser River_SP_1.3,Rel_Idx,1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,None,Node16.NA,"No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,337,1332,NA,NA,NA,NA,NA,NA,NA,NA
CK-04,Chinook,Lower Fraser River_SP_1.3,Rel_Idx,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,None,Node16.NA,"No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,337,1332,NA,NA,NA,NA,NA,NA,NA,NA
CK-04,Chinook,Lower Fraser River_SP_1.3,Rel_Idx,1998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,None,Node16.NA,"No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,337,1332,NA,NA,NA,NA,NA,NA,NA,NA
CK-04,Chinook,Lower Fraser River_SP_1.3,Rel_Idx,1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,None,Node16.NA,"No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,337,1332,NA,NA,NA,NA,NA,NA,NA,NA
CK-04,Chinook,Lower Fraser River_SP_1.3,Rel_Idx,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,None,Node16.NA,"No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,337,1332,NA,NA,NA,NA,NA,NA,NA,NA
CK-04,Chinook,Lower Fraser River_SP_1.3,Rel_Idx,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,None,Node16.NA,"No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,337,1332,NA,NA,NA,NA,NA,NA,NA,NA
CK-04,Chinook,Lower Fraser River_SP_1.3,Rel_Idx,2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,None,Node16.NA,"No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,337,1332,NA,NA,NA,NA,NA,NA,NA,NA
CK-04,Chinook,Lower Fraser River_SP_1.3,Rel_Idx,2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,None,Node16.NA,"No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,337,1332,NA,NA,NA,NA,NA,NA,NA,NA
CK-04,Chinook,Lower Fraser River_SP_1.3,Rel_Idx,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,None,Node16.NA,"No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,337,1332,NA,NA,NA,NA,NA,NA,NA,NA
CK-04,Chinook,Lower Fraser River_SP_1.3,Rel_Idx,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,None,Node16.NA,"No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,337,1332,NA,NA,NA,NA,NA,NA,NA,NA
CK-04,Chinook,Lower Fraser River_SP_1.3,Rel_Idx,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,None,Node16.NA,"No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,337,1332,NA,NA,NA,NA,NA,NA,NA,NA
CK-04,Chinook,Lower Fraser River_SP_1.3,Rel_Idx,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,None,Node16.NA,"No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,337,1332,NA,NA,NA,NA,NA,NA,NA,NA
CK-04,Chinook,Lower Fraser River_SP_1.3,Rel_Idx,2008,234,234,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,None,Node16.NA,"No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,337,1332,234,234,NA,NA,NA,NA,NA,NA
CK-04,Chinook,Lower Fraser River_SP_1.3,Rel_Idx,2009,631,631,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,None,Node16.NA,"No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,337,1332,631,631,NA,NA,NA,NA,NA,NA
CK-04,Chinook,Lower Fraser River_SP_1.3,Rel_Idx,2010,1520,1520,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,None,Node16.NA,"No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,337,1332,1520,1520,NA,NA,NA,NA,NA,NA
CK-04,Chinook,Lower Fraser River_SP_1.3,Rel_Idx,2011,941,941,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,None,Node16.NA,"No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,337,1332,941,941,NA,NA,NA,NA,NA,NA
CK-04,Chinook,Lower Fraser River_SP_1.3,Rel_Idx,2012,624,624,NA,NA,NA,NA,NA,NA,NA,NA,0,666.7647066,NA,NA,NA,None,Node16.NA,"No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,337,1332,624,624,NA,NA,NA,NA,NA,NA
CK-04,Chinook,Lower Fraser River_SP_1.3,Rel_Idx,2013,224,224,NA,NA,NA,NA,NA,NA,NA,NA,0,660.9658717,NA,NA,NA,None,Node16.NA,"No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,337,1332,224,224,NA,NA,NA,NA,NA,NA
CK-04,Chinook,Lower Fraser River_SP_1.3,Rel_Idx,2014,383,383,NA,NA,NA,NA,NA,NA,NA,NA,0,598.1538724,NA,NA,NA,None,Node16.NA,"No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,337,1332,383,383,NA,NA,NA,NA,NA,NA
CK-04,Chinook,Lower Fraser River_SP_1.3,Rel_Idx,2015,508,508,NA,NA,NA,NA,NA,NA,NA,NA,0,480.4154255,NA,NA,NA,None,Node16.NA,"No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,337,1332,508,508,NA,NA,NA,NA,NA,NA
CK-04,Chinook,Lower Fraser River_SP_1.3,Rel_Idx,2016,238,238,NA,NA,NA,NA,NA,NA,NA,NA,0,364.9340696,NA,NA,NA,None,Node16.NA,"No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,337,1332,238,238,NA,NA,NA,NA,NA,NA
CK-04,Chinook,Lower Fraser River_SP_1.3,Rel_Idx,2017,320,320,NA,NA,NA,NA,NA,NA,NA,NA,0,319.3063005,NA,NA,NA,None,Node16.NA,"No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,337,1332,320,320,NA,NA,NA,NA,NA,NA
CK-04,Chinook,Lower Fraser River_SP_1.3,Rel_Idx,2018,144,144,NA,NA,NA,NA,NA,NA,NA,NA,0,292.3010549,NA,NA,NA,None,Node16.NA,"No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,337,1332,144,144,NA,NA,NA,NA,NA,NA
CK-04,Chinook,Lower Fraser River_SP_1.3,Rel_Idx,2019,178,178,NA,NA,NA,NA,NA,NA,NA,NA,0,250.7694506,NA,NA,NA,None,Node16.NA,"No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,337,1332,178,178,NA,NA,NA,NA,NA,NA
CK-04,Chinook,Lower Fraser River_SP_1.3,Rel_Idx,2020,191,191,NA,NA,NA,NA,NA,NA,NA,NA,0,206.2094479,NA,NA,NA,None,Node16.NA,"No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,337,1332,191,191,NA,NA,NA,NA,NA,NA
CK-04,Chinook,Lower Fraser River_SP_1.3,Rel_Idx,2021,134,134,NA,NA,NA,NA,NA,NA,NA,NA,0,183.8290436,NA,NA,NA,None,Node16.NA,"No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,337,1332,134,134,NA,NA,NA,NA,NA,NA
CK-04,Chinook,Lower Fraser River_SP_1.3,Rel_Idx,2022,275,275,NA,NA,53,-76.9547,99,NA,NA,NA,2,178.3407837,NA,NA,NA,Red,Node17,"AbsLBM = NA OR AbsLBM >= 1.5, then AbsUBM = NA OR AbsUBM >= 1, then Don't have RelLBM, then LongTrend < 79",5,NA,NA,Amber,Red,NA,NA,NA,NA,NA,NA,337,1332,275,275,Moderate,Moderate,High,NA,NA,NA
CK-04,Chinook,Lower Fraser River_SP_1.3,Rel_Idx,2023,357,357,NA,NA,63,-79.4744,99.6333,NA,NA,NA,2,213.8512611,NA,NA,NA,Red,Node17,"AbsLBM = NA OR AbsLBM >= 1.5, then AbsUBM = NA OR AbsUBM >= 1, then Don't have RelLBM, then LongTrend < 79",5,NA,NA,Amber,Red,NA,NA,NA,NA,NA,NA,337,1332,357,357,Moderate,Moderate,High,NA,NA,NA
CK-04,Chinook,Lower Fraser River_SP_1.3,Rel_Idx,2024,82,82,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,Red,Node17,"AbsLBM = NA OR AbsLBM >= 1.5, then AbsUBM = NA OR AbsUBM >= 1, then Don't have RelLBM, then LongTrend < 79",5,NA,NA,Amber,Red,NA,NA,NA,NA,NA,NA,337,1332,NA,NA,NA,NA,NA,NA,NA,NA
CK-05,Chinook,Lower Fraser River-Upper Pitt_SU_1.3,Rel_Idx,1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,None,Node16.NA,"No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,247,965,NA,NA,NA,NA,NA,NA,NA,NA
CK-05,Chinook,Lower Fraser River-Upper Pitt_SU_1.3,Rel_Idx,1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,None,Node16.NA,"No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,247,965,NA,NA,NA,NA,NA,NA,NA,NA
CK-05,Chinook,Lower Fraser River-Upper Pitt_SU_1.3,Rel_Idx,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,None,Node16.NA,"No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,247,965,NA,NA,NA,NA,NA,NA,NA,NA
CK-05,Chinook,Lower Fraser River-Upper Pitt_SU_1.3,Rel_Idx,1998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,None,Node16.NA,"No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,247,965,NA,NA,NA,NA,NA,NA,NA,NA
CK-05,Chinook,Lower Fraser River-Upper Pitt_SU_1.3,Rel_Idx,1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,None,Node16.NA,"No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,247,965,NA,NA,NA,NA,NA,NA,NA,NA
