"","stk","yr","ets","totalSpawn","rec2","rec3","rec4","rec5","rec6"
"37",2,2005,4891,4891,0,395.502899484536,1489.04478092784,277.324742268041,0
"38",2,2006,1954,1954,0,12.9170673076923,1215.37860576923,114.687900641026,0
"39",2,2007,1081,1081,0,0,3043.37688984881,0,0
"40",2,2008,5421,5421,0,0,8538.86202090592,129.701045296167,0
"41",2,2009,1288,1288,0,3444.71489361702,6218.02553191489,1737.42978723404,0
"42",2,2010,2412,2412,0,12.8346636259977,3244.41961231471,0,0
"43",2,2011,1750,1750,0,234.18647166362,2689.30530164534,111.974405850091,0
"44",2,2012,3075,3075,0,71.6797257590597,1027.61018609207,57.2233104799216,0
"45",2,2013,2518,2518,0,51.2085996513655,700.826263800116,11.704822777455,0
"46",2,2014,12651,12651,0,30.2203642878471,1053.93520453867,202.098686174978,0
"47",2,2015,5475,5475,0,0,2082.05863607393,188.432122370937,0
"48",2,2016,5249,5249,0,195.455169034787,9590.16217540421,118.301812836845,0
"49",2,2017,2903,2903,0,94.2645820805773,1728.18400481058,357.856283824414,0
"50",2,2018,5,5,0,0.16541822721598,10.4556803995006,0.224719101123595,0
"51",2,2019,960,960,0,0,428.845247446976,13.3228593872742,0
"52",2,2020,3448,3448,0,10.8059545573257,658.262731783755,62.1342387046226,0
"53",3,1995,726,726,0,0,239.181713185756,18.377093358999,0
"54",3,1996,1713,1713,0,3.08700794053049,570.614124007434,67.6247676972462,0
"55",3,1997,1655,1655,0,24.0180622259344,1091.35310085613,196.291501357277,0
"56",3,1998,766,766,0,28.0965250965251,4707.89317889318,645.727155727156,0
"57",3,1999,857,857,0,35.455460305628,1229.76146105106,465.07342527022,0
"58",3,2000,715,715,0,8.70002483238143,838.842190216042,54.2419915569903,0
"59",3,2001,1208,1208,0,0,772.59620596206,45.286359530262,0
"60",3,2002,528,528,0,6.96737044145873,261.086372360845,57.4280230326296,0
"61",3,2003,2077,2077,0,21.1807345138841,170.590780679391,0,0
"62",3,2004,1155,1155,0,10.7314421271128,719.691608184244,30.0252051003262,0
"63",3,2005,426,426,0,34.4478092783505,129.693943298969,24.1546391752577,0
"64",3,2006,1237,1237,0,8.17728365384616,769.408052884615,72.6043669871795,0
"65",3,2007,297,297,0,0,836.154427645788,0,0
"66",3,2008,1309,1309,0,0,2061.86504065041,31.3186991869919,0
"67",3,2009,190,190,0,508.148936170213,917.255319148936,256.297872340426,0
"68",3,2010,1121,1121,0,5.96503230710756,1507.87495248955,0,0
"69",3,2011,413,413,0,55.2680073126143,634.6760511883,26.4259597806216,0
"70",3,2012,949,949,0,22.1216454456415,317.1388834476,17.6601371204701,0
"71",3,2013,252,252,0,5.12492736780941,70.1382916908774,1.17141196978501,0
"72",3,2014,2282,2282,0,5.4511794565542,190.109883547328,36.4547626157062,0
"73",3,2015,431,431,0,0,163.902698109199,14.8336520076482,0
"74",3,2016,707.8776551,707.8776551,0,26.358991566683,1293.32473094949,15.9541264745713,0
"75",3,2017,398.9176891,398.9176891,0,12.9534306743235,237.479562362598,49.1750608932652,0
"76",3,2018,244,244,0,8.07240948813982,510.23720349563,10.9662921348315,0
"77",3,2019,448,448,0,0,200.127782141922,6.21733438072794,0
"78",3,2020,431,431,0,1.35074431966571,82.2828414729694,7.76677983807783,0
"79",4,1995,1911,1911,0,0,629.581616939365,48.3727622714148,0
"80",4,1996,1163,1163,0,2.09584952413133,387.40468547615,45.9122036380019,0
"81",4,1997,480,480,0,6.96596366673627,316.525370641052,56.930465650449,0
"82",4,1998,377,377,0,13.8281853281853,2317.07014157014,317.805662805663,0
"83",4,1999,222,222,0,9.18449496831905,318.561311964219,120.474096161014,0
"84",4,2000,611,611,0,7.43456667494413,716.828780730072,46.352247330519,0
"85",4,2001,403,403,0,0,257.745257452575,15.1079494128275,0
"86",4,2002,503,503,0,6.63747600767754,248.724328214971,54.7088931541907,0
"87",4,2003,198,198,0,2.01915524012954,16.2623854475298,0,0
"88",4,2004,152,152,0,1.41227636651181,94.7126618562815,3.95136898290007,0
"89",4,2005,96,96,0,7.76288659793814,29.2268041237113,5.44329896907217,0
"90",4,2006,753,753,0,4.97776442307692,468.362379807692,44.1965144230769,0
"91",4,2007,43,43,0,0,121.05939524838,0,0
"92",4,2008,227,227,0,0,357.557955865273,5.43112659698026,0
"93",4,2009,14,14,0,37.4425531914894,67.5872340425532,18.8851063829787,0
"94",4,2010,368,368,0,1.95819080197643,495.002660585329,0,0
"95",4,2011,172,172,0,23.0171846435101,264.32029250457,11.0054844606947,0
"96",4,2012,452,452,0,10.5363369245837,151.050342801175,8.41136141038198,0
"97",4,2013,280,280,0,5.69436374201046,77.931435212086,1.30156885531668,0
"98",4,2014,690,690,0,1.64825320991341,57.4828306957301,11.0226933412959,0
"99",4,2015,191,191,0,0,72.6343743360952,6.5736137667304,0
"100",4,2016,370,370,0,13.7775600195982,676.006859382656,8.3390494855463,0
"101",4,2017,60,60,0,1.94828622970535,35.7185808779314,7.3962717979555,0
"102",4,2018,108,108,0,3.57303370786517,225.842696629213,4.85393258426966,0
"103",4,2019,213,213,0,0,95.1500392772977,2.95600942655145,0
"104",4,2020,253,253,0,0.792896317576391,48.3006006790285,4.55915382606425,0
"105",5,1995,199.259482366,199.259482366,0,0,65.6463145465657,5.04381557865813,0
"106",5,1996,439.024170905,439.024170905,0,0.79116818544574,146.242494278486,17.3315280624207,0
"107",5,1997,78.397173381,78.397173381,0,1.13773304447265,51.6972799200664,9.29830747137357,0
"108",5,1998,47.038304031,47.038304031,0,1.72534319804826,289.10092779928,39.6526243761969,0
"109",5,1999,398.048037083,398.048037083,0,16.467883755577,571.183355486228,216.011159892974,0
"110",5,2000,91,91,0,1.10727588775764,106.761733300223,6.9035261981624,0
"111",5,2001,459,459,0,0,293.560975609756,17.2073170731707,0
"112",5,2002,226.6139678,226.6139678,0,2.99034746377159,112.056474960605,24.6477124286628,0
"113",5,2003,207,207,0,2.11093502377179,17.0015847860539,0,0
"114",5,2004,150.0551949,150.0551949,0,1.39420661466838,93.500835094356,3.90081212401898,0
"115",5,2005,180,180,0,14.555412371134,54.8002577319588,10.2061855670103,0
"116",5,2006,257,257,0,1.69891826923077,159.852764423077,15.0843349358974,0
"117",5,2007,0,0,0,0,0,0,0
"118",5,2008,77,77,0,0,121.286178861789,1.84227642276423,0
"119",5,2009,28,28,0,74.8851063829787,135.174468085106,37.7702127659575,0
"120",5,2010,202,202,0,1.07487647282402,271.713416951729,0,0
"121",5,2011,8,8,0,1.07056672760512,12.2939670932358,0.511882998171846,0
"122",5,2012,14,14,0,0.326346718903036,4.67855044074437,0.26052889324192,0
"123",5,2013,195,195,0,3.965717606043,54.2736780941313,0.906449738524114,0
"124",5,2014,96,96,0,0.229322185727083,7.99761122723201,1.53359211704987,0
"125",5,2015,144,144,0,0,54.7609942638623,4.95602294455067,0
"126",5,2016,6.437491684,6.437491684,0,0.239710616356688,11.7615906367643,0.145088004636943,0
"127",5,2017,17,17,0,0.55201443174985,10.1202645820806,2.09561034275406,0
"128",5,2018,4.404568731,4.404568731,0,0.145719190226592,9.21055258979401,0.197958145213483,0
"129",5,2019,0,0,0,0,0,0,0
"130",5,2020,1.026313,1.026313,0,0.00321644189083312,0.195934918516584,0.0184945408722904,0
